open_time,open,high,low,close,volume
1760414400000,113440.90,113677.90,111302.00,111665.20,66212.874
1760428800000,111665.20,112100.10,109969.20,111241.40,44800.731
1760443200000,111241.40,112839.90,109802.00,112823.00,52781.510
1760457600000,112822.90,113480.00,111615.10,112543.90,51041.328
1760472000000,112543.90,113557.90,112164.60,112983.80,12539.857
1760486400000,112983.90,113576.10,111758.50,111978.70,20365.548
1760500800000,111978.70,112637.00,111692.80,112524.30,12933.986
1760515200000,112524.40,113477.90,111606.10,111841.00,25860.953
1760529600000,111840.90,112183.40,110320.40,110757.50,40187.854
1760544000000,110757.40,111500.00,110096.90,111202.70,18943.794
1760558400000,111202.70,111499.70,110429.80,110699.00,13484.955
1760572800000,110699.10,111827.50,110300.00,111277.40,15192.718
1760587200000,111277.50,111711.40,110488.00,110518.20,19927.291
1760601600000,110518.20,111677.10,109403.50,111363.90,35831.997
1760616000000,111364.00,111960.00,108250.00,108474.00,56236.512
1760630400000,108473.90,109212.60,107503.30,108151.30,50886.082
1760644800000,108151.20,108450.40,107350.00,108129.40,15470.185
1760659200000,108129.40,109199.80,107885.60,109121.80,14999.648
1760673600000,109121.90,109182.90,105457.40,105578.30,46920.111
1760688000000,105578.30,106666.60,103470.00,105610.50,85777.861
1760702400000,105610.50,106800.00,104489.50,106750.10,57751.674
1760716800000,106750.00,107505.00,106016.60,106416.40,25754.742
1760731200000,106416.50,107370.00,106296.30,106378.60,11585.656
1760745600000,106378.50,107250.00,106270.00,107025.00,15612.225
1760760000000,107024.90,107452.60,106374.20,106648.30,19538.235
1760774400000,106648.20,107187.90,106550.00,107151.00,10415.868
1760788800000,107151.00,107248.00,106669.00,106893.20,9353.647
1760803200000,106893.30,107047.50,106410.80,107023.00,7832.113
1760817600000,107023.00,107298.70,106788.40,107117.50,5757.815
1760832000000,107117.50,107333.00,106666.90,107221.90,9661.995
1760846400000,107221.90,107241.50,106503.30,106733.30,8079.786
1760860800000,106733.30,108214.80,106055.80,107730.60,45768.235
1760875200000,107730.60,108575.60,107312.20,108429.50,20332.538
1760889600000,108429.60,109399.90,108175.60,108850.00,19259.023
1760904000000,108850.10,109340.70,108366.40,108586.20,10372.143
1760918400000,108586.20,110404.30,107377.20,110100.40,30932.220
1760932800000,110100.30,111350.00,109875.00,111126.20,28821.916
1760947200000,111126.20,111650.00,110552.30,110969.50,19262.416
1760961600000,110969.50,111649.00,110522.90,111079.10,22003.588
1760976000000,111079.20,111255.00,109800.00,110735.00,29379.973
1760990400000,110735.10,111215.30,110355.00,110469.90,9246.836
1761004800000,110469.90,110486.30,109005.00,109005.00,17977.098
1761019200000,109005.10,109005.10,107400.00,108020.00,34541.006
1761033600000,108019.90,108772.40,107432.80,108519.40,20402.173
1761048000000,108519.40,113480.00,107677.00,113355.20,76932.616
1761062400000,113355.20,113940.00,111255.90,111720.70,51739.148
1761076800000,111720.70,111747.70,108000.00,108253.70,39535.385
1761091200000,108253.80,108649.40,107777.10,108174.10,22708.974
1761105600000,108174.00,108581.90,107558.10,108284.10,19772.922
1761120000000,108284.10,108313.80,106360.30,107501.70,28951.313
1761134400000,107501.70,109160.00,107389.40,108369.90,61071.108
1761148800000,108369.80,108780.00,107416.10,107829.00,24816.809
1761163200000,107829.10,108032.00,106588.00,107532.00,23572.857
1761177600000,107532.10,108660.00,107462.90,108322.20,17160.974
1761192000000,108322.20,110275.90,108290.30,109228.60,26449.996
1761206400000,109228.60,109867.70,109021.30,109218.50,14083.275
1761220800000,109218.50,110088.00,108639.40,109849.00,30294.704
1761235200000,109849.00,111240.00,109575.90,110137.80,26886.962
1761249600000,110137.90,110145.80,109260.00,110025.90,14764.806
1761264000000,110026.00,110839.90,109927.80,110399.90,13232.129
1761278400000,110399.90,111498.80,110274.40,111013.70,19519.691
1761292800000,111013.70,111438.30,110496.50,111006.70,15176.101
1761307200000,111006.70,112086.00,109650.00,110009.80,43877.194
1761321600000,110009.90,110907.10,109752.80,110571.30,10895.753
1761336000000,110571.40,111088.00,110431.00,110965.40,8058.664
1761350400000,110965.40,111187.50,110600.50,110962.30,5959.945
1761364800000,110962.30,111775.10,110962.30,111445.40,9261.504
1761379200000,111445.50,111789.40,111328.00,111522.70,8330.669
1761393600000,111522.60,111903.90,111255.20,111340.90,10350.647
1761408000000,111341.00,111686.00,111094.40,111574.90,7533.985
1761422400000,111574.90,111640.10,111291.00,111589.40,3832.733
1761436800000,111589.40,111866.70,111200.00,111210.10,6834.903
1761451200000,111210.10,111677.90,111200.20,111672.80,3509.598
1761465600000,111672.90,113442.50,111650.30,113235.20,25720.793
1761480000000,113235.10,114000.00,113221.50,113648.10,26931.538
1761494400000,113648.00,113774.50,113231.20,113546.30,8821.993
1761508800000,113546.20,115521.70,112800.00,114497.80,25516.562
1761523200000,114497.90,115407.70,114300.00,114927.70,18053.270
1761537600000,114927.80,116380.20,114925.60,115522.50,30815.659
1761552000000,115522.40,115575.10,114780.20,115302.30,17780.233
1761566400000,115302.30,115385.70,114433.00,114914.40,22572.882
1761580800000,114914.50,115744.80,114712.40,114894.90,14588.861
1761595200000,114894.80,114894.80,113792.40,114064.10,14800.707
1761609600000,114064.20,114500.10,113477.50,113863.90,15404.391
1761624000000,113864.00,114320.60,113422.00,114128.70,11948.360
1761638400000,114128.80,114619.20,114058.00,114290.70,9577.148
1761652800000,114290.60,116074.30,114080.80,114571.90,40806.620
1761667200000,114571.70,115554.50,113500.00,113629.00,24148.699
1761681600000,113629.00,113647.40,112121.40,112833.50,29203.622
1761696000000,112833.50,112927.50,112036.10,112459.60,16426.727
1761710400000,112459.60,113525.00,112443.50,113511.90,14258.365
1761724800000,113512.00,113581.70,112666.00,113084.50,13158.647
1761739200000,113084.60,113593.00,111326.50,111460.60,33870.214
1761753600000,111460.70,111963.00,109026.40,110605.60,66487.330
1761768000000,110605.90,111744.00,109686.40,109985.60,19719.583
1761782400000,109985.60,110957.90,109670.60,110694.50,17053.264
1761796800000,110694.40,111565.10,107817.30,111313.50,53901.189
1761811200000,111313.60,111400.00,109638.60,109666.00,21769.837
1761825600000,109665.90,109736.30,107254.10,107670.60,53828.523
1761840000000,107670.50,108184.00,106200.00,106495.10,36902.370
1761854400000,106494.30,108300.00,106257.00,108263.50,22298.461
1761868800000,108263.60,110014.40,108226.60,109186.20,32333.602
1761883200000,109186.30,110200.00,109062.70,109400.10,23926.082
1761897600000,109400.00,110500.00,109159.00,110375.70,19137.691
1761912000000,110375.70,111233.00,109308.10,110160.10,44500.399
1761926400000,110160.10,110273.20,108600.00,109802.80,25323.478
1761940800000,109802.70,109802.70,109277.70,109557.30,6842.524
1761955200000,109557.20,110300.00,109351.50,110194.60,8752.106
1761969600000,110194.60,110557.00,109885.50,110025.30,7330.524
1761984000000,110025.30,110237.60,109803.00,110096.20,5172.837
1761998400000,110096.30,110300.00,109654.50,110253.20,9755.490
1762012800000,110253.10,110486.40,110125.10,110249.00,6444.769
1762027200000,110249.00,110487.00,109803.50,110047.20,4158.495
1762041600000,110047.30,110234.40,109836.70,110008.50,4533.290
1762056000000,110008.40,110988.00,109974.10,110844.10,12154.892
1762070400000,110844.00,111193.50,110302.10,111145.40,12421.938
1762084800000,111145.40,111216.00,110030.00,110066.10,13972.771
1762099200000,110066.20,110286.20,109661.20,110125.20,9115.985
1762113600000,110125.30,110700.00,109368.90,110494.90,8910.297
1762128000000,110494.90,110711.00,107850.00,107886.00,27059.636
1762142400000,107886.00,108088.80,106946.70,107420.50,24838.664
1762156800000,107420.60,107881.40,106618.70,107737.40,20106.721
1762171200000,107737.40,108280.00,105500.00,105718.80,48388.035
1762185600000,105718.80,107797.20,105300.00,107034.70,38120.260
1762200000000,107034.70,107120.00,105750.10,106544.00,15744.731
1762214400000,106544.00,107271.90,105820.00,107097.20,21672.139
1762228800000,107097.10,107247.80,104125.30,104442.90,41302.896
1762243200000,104442.90,104656.00,103550.00,104530.70,30893.792
1762257600000,104530.70,104800.00,102870.00,103157.70,45886.912
1762272000000,103157.70,103474.10,99980.00,100507.00,81901.563
1762286400000,100507.00,101859.50,98888.80,101450.30,60084.858
1762300800000,101450.20,102222.00,98909.70,102094.80,55517.144
1762315200000,102094.80,102326.40,101433.30,101946.10,20988.348
1762329600000,101946.20,102174.90,101131.00,102019.40,20735.516
1762344000000,102019.30,103750.00,101867.80,103668.30,35318.597
1762358400000,103668.20,104496.60,102972.80,103950.00,22268.689
1762372800000,103950.00,104497.60,103240.50,103837.00,12941.800
1762387200000,103837.00,103919.70,102684.70,103598.30,17770.869
1762401600000,103598.30,104210.20,102850.10,103138.60,13713.371
1762416000000,103138.60,103406.00,102611.50,103182.60,12724.785
1762430400000,103182.60,103585.00,101570.50,101981.60,41011.914
1762444800000,101981.60,102367.90,100238.40,101335.90,44808.954
1762459200000,101335.90,101599.60,100500.00,101305.60,14999.928
1762473600000,101305.60,102311.00,100700.10,101863.50,20217.531
1762488000000,101863.40,102480.40,101530.00,101978.80,13280.182
1762502400000,101978.20,102024.70,99750.00,100369.10,30839.672
1762516800000,100369.20,101230.00,99200.00,100758.00,47608.527
1762531200000,100758.00,103350.70,100468.90,103350.00,34409.209
1762545600000,103350.00,104070.70,102889.60,103305.20,17612.337
1762560000000,103305.30,103373.80,102488.00,102545.80,15693.661
1762574400000,102545.80,102794.00,101853.80,102302.90,14868.115
1762588800000,102302.80,102654.10,101647.70,101805.60,11719.209
1762603200000,101805.60,102142.90,101400.10,101678.00,14407.901
1762617600000,101678.10,102182.70,101471.10,101934.30,8852.243
1762632000000,101934.40,102443.90,101906.60,102269.30,5150.820
1762646400000,102269.30,102294.90,101300.00,101622.90,8613.569
1762660800000,101623.00,102097.00,101602.10,101898.20,6756.373
1762675200000,101898.30,102274.90,101457.00,102198.20,9506.279
1762689600000,102198.20,104180.00,102001.00,103715.80,29922.195
1762704000000,103715.80,104780.00,103290.80,104764.10,19690.095
1762718400000,104764.10,105440.00,103999.50,104670.60,17879.159
1762732800000,104670.70,106666.00,104205.90,105990.60,32933.122
1762747200000,105990.60,106499.00,105800.00,106417.70,12528.833
1762761600000,106417.60,106570.00,105780.10,106136.60,13572.766
1762776000000,106136.50,106566.70,104615.70,105028.90,33078.144
1762790400000,105028.90,106081.10,104735.60,105767.20,16326.419
1762804800000,105767.10,106249.60,105202.70,105966.30,11964.254
1762819200000,105966.30,107473.70,105399.60,106407.30,30111.804
1762833600000,106407.40,106496.60,104685.30,104737.00,20998.664
1762848000000,104737.10,105464.20,104718.20,105256.20,11555.593
1762862400000,105256.20,105459.80,103135.20,103417.20,35003.229
1762876800000,103417.20,103694.80,102777.00,103073.60,19238.124
1762891200000,103073.60,103183.80,102400.00,103005.80,15696.360
1762905600000,103005.80,103399.40,102629.50,103267.20,13122.938
1762920000000,103267.20,103605.00,102941.60,103066.70,8824.550
1762934400000,103066.70,105162.60,103066.70,104979.90,27402.495
1762948800000,104979.90,105297.00,101900.00,102124.90,41940.216
1762963200000,102124.90,102249.20,100711.00,101245.40,37825.035
1762977600000,101245.30,101964.50,101087.80,101605.80,11761.042
1762992000000,101605.80,102581.70,100850.00,102088.10,22639.572
1763006400000,102088.00,104024.60,101602.20,103430.90,34325.354
1763020800000,103430.90,103765.40,102509.10,102900.00,18566.647
1763035200000,102900.10,103456.00,101135.00,101338.00,45078.899
1763049600000,101338.00,101495.70,98100.00,98643.10,75018.436
1763064000000,98643.10,100485.80,97959.00,99654.30,40417.891
1763078400000,99654.30,99862.80,98657.00,99103.30,28715.780
1763092800000,99103.30,99152.00,95840.90,97099.90,71313.808
1763107200000,97099.90,97520.00,95597.90,96134.60,31110.834
1763121600000,96134.50,97280.00,94500.00,96752.60,82600.541
1763136000000,96752.70,97377.60,94741.20,95737.30,42316.610
1763150400000,95737.40,95900.00,93955.00,94544.90,31015.210
1763164800000,94544.90,96800.00,94523.90,96388.50,27406.464
1763179200000,96388.50,96543.80,95900.10,96289.40,13884.426
1763193600000,96289.30,96310.40,95587.30,95657.30,12856.230
1763208000000,95657.30,96439.60,95534.10,96222.10,13204.020
1763222400000,96222.10,96362.50,95677.70,95967.70,11960.891
1763236800000,95967.70,95979.10,95072.10,95560.30,10908.288
1763251200000,95560.40,95946.40,94800.00,95782.00,12634.047
1763265600000,95782.00,96170.60,95602.00,96064.80,8616.379
1763280000000,96064.80,96600.00,95443.60,95588.00,16713.435
1763294400000,95588.00,95870.00,94300.00,94531.30,18869.751
1763308800000,94531.20,95544.80,93677.40,93994.50,44324.084
1763323200000,93994.50,94700.00,92922.80,94221.70,34591.813
1763337600000,94221.70,95539.30,93730.00,95472.10,24659.317
1763352000000,95472.00,95838.00,94850.00,95587.90,15760.621
1763366400000,95587.90,95980.10,95268.90,95530.10,14932.070
1763380800000,95530.00,96012.20,93511.80,93915.70,58887.551
1763395200000,93915.80,94388.00,91550.20,91656.20,60184.076
1763409600000,91656.20,92370.90,91250.00,92169.70,30737.650
1763424000000,92169.80,92335.40,89666.10,90811.90,54125.497
1763438400000,90811.80,90842.10,89012.00,90459.10,44370.545
1763452800000,90459.20,91567.00,90459.10,91473.60,28352.843
1763467200000,91474.10,92991.70,90888.00,92851.40,58085.185
1763481600000,92851.50,93799.10,92532.00,93143.10,33005.355
1763496000000,93143.10,93400.00,92420.30,92916.90,14751.731
1763510400000,92916.80,92944.80,91600.00,91842.20,24522.251
1763524800000,91842.10,91987.20,89966.00,91826.60,46058.357
1763539200000,91826.60,91920.00,91038.90,91372.40,19679.241
1763553600000,91372.30,92348.20,89822.00,89901.00,42278.255
1763568000000,89901.00,90202.50,88600.00,88857.70,54170.658
1763582400000,88857.80,91554.90,88564.40,91508.90,39729.688
1763596800000,91509.00,92760.00,91140.20,92404.60,26837.515
1763611200000,92404.70,93150.00,91640.20,92267.40,27995.866
1763625600000,92267.50,92363.10,91388.50,91892.60,17102.033
1763640000000,91892.70,92498.60,89804.10,89835.40,50957.631
1763654400000,89835.50,89885.70,86066.60,86880.30,114064.312
1763668800000,86880.20,88214.10,86291.70,86601.30,39555.670
1763683200000,86601.40,87465.40,85288.00,85782.50,45579.338
1763697600000,85782.40,86313.20,81111.00,84006.70,78365.775
1763712000000,84006.70,84667.10,81601.70,82279.10,84124.192
1763726400000,82279.20,85449.20,80600.00,82905.10,129537.870
1763740800000,82905.00,85548.40,82300.00,84167.20,80734.325
1763755200000,84167.10,85374.50,83418.40,85093.50,31462.824
1763769600000,85093.60,85599.90,84180.00,84414.10,19897.887
1763784000000,84414.00,84764.30,83792.00,84537.40,15965.292
1763798400000,84537.40,84546.40,83456.00,84066.20,20664.044
1763812800000,84066.20,84712.70,83578.50,84239.90,18582.456
1763827200000,84239.90,84888.00,84175.00,84566.70,9063.108
1763841600000,84566.80,85238.30,84193.80,84689.40,10024.268
1763856000000,84689.40,86300.00,84622.00,86261.00,24200.097
1763870400000,86261.00,86826.80,85348.70,85732.00,24602.446
1763884800000,85732.10,86438.50,85724.70,86290.30,16673.741
1763899200000,86290.30,87222.00,86222.00,87042.80,26845.253
1763913600000,87042.80,87653.90,86458.00,87276.70,24543.305
1763928000000,87276.70,88100.00,86700.00,86807.70,22065.231
1763942400000,86807.60,88049.50,85915.00,87408.80,36758.713
1763956800000,87408.70,87795.90,86400.00,87004.60,26095.166
1763971200000,87004.60,87004.60,85654.10,86232.50,25190.047
1763985600000,86232.50,86700.00,85226.40,86571.00,47419.810
1764000000000,86571.10,88788.00,86571.00,88277.00,51453.968
1764014400000,88277.10,89177.30,88205.30,88247.10,24195.628
1764028800000,88247.10,88247.10,87378.80,87775.10,19713.977
1764043200000,87775.00,88477.60,87240.00,87362.20,17064.891
1764057600000,87362.20,87585.70,86628.40,87311.90,23787.173
1764072000000,87312.00,87732.70,86061.10,86946.50,39724.105
1764086400000,86946.60,88115.00,86132.70,86835.00,30082.125
1764100800000,86835.10,87869.40,86542.00,87324.10,19265.384
1764115200000,87324.10,88200.00,87022.20,87088.50,17140.975
1764129600000,87088.40,87947.00,86851.10,87896.20,14105.593
1764144000000,87896.20,87909.20,86630.00,87049.20,17454.952
1764158400000,87049.10,87646.80,86260.90,86926.20,36287.132
1764172800000,86926.30,90362.70,86914.30,89923.30,54312.066
1764187200000,89923.30,90655.40,89458.70,90438.10,19845.815
1764201600000,90438.00,91850.00,90024.40,91049.30,32745.927
1764216000000,91049.30,91520.00,90843.80,91361.50,14177.400
1764230400000,91361.40,91931.90,91177.20,91334.90,18138.117
1764244800000,91334.90,91418.40,90410.60,90912.90,24029.717
1764259200000,90913.00,91800.00,90800.40,91489.00,17191.032
1764273600000,91489.00,91562.80,91058.40,91292.20,7403.039
1764288000000,91292.20,91386.60,90612.20,91168.00,13757.156
1764302400000,91168.00,91690.00,90824.10,90870.20,13510.903
1764316800000,90870.20,92000.00,90863.60,91382.90,21589.404
1764331200000,91383.00,93080.00,91314.40,92299.90,48122.799
1764345600000,92299.80,92323.60,90155.00,91106.10,41246.173
1764360000000,91106.00,91209.00,90657.60,90847.80,8693.912
1764374400000,90847.80,91078.40,90500.00,90638.00,7053.901
1764388800000,90638.10,90884.80,90265.20,90523.50,9280.403
1764403200000,90523.40,90691.50,90335.20,90633.70,6285.010
1764417600000,90633.80,91068.10,90484.30,91030.00,8755.570
1764432000000,91030.00,91130.00,90092.70,90602.90,14802.817
1764446400000,90602.90,91020.00,90363.00,90765.00,8018.978
1764460800000,90764.90,91016.00,90414.00,90873.00,6739.259
1764475200000,90872.90,90999.40,90626.20,90924.50,4260.813
1764489600000,90924.50,91580.00,90879.30,91000.90,14264.111
1764504000000,91000.90,91934.40,90960.00,91405.80,16461.441
1764518400000,91405.90,91818.80,91088.10,91423.20,8957.664
1764532800000,91423.10,91592.30,90300.00,90320.60,15456.430
1764547200000,90320.50,90396.90,86126.00,86319.20,80222.892
1764561600000,86319.10,86524.60,85563.70,86487.60,31809.427
1764576000000,86487.30,86886.00,86090.00,86100.10,19775.516
1764590400000,86100.00,86625.00,83786.00,84650.00,83435.905
1764604800000,84650.00,85528.70,84011.00,84985.00,46606.811
1764619200000,84985.00,86817.00,84966.80,86241.60,34996.615
1764633600000,86241.50,87384.00,86140.10,86936.00,23647.179
1764648000000,86935.90,87245.90,86772.00,86965.00,11979.706
1764662400000,86965.00,87640.00,86321.00,87326.90,24568.861
1764676800000,87327.00,91211.30,87005.00,90809.20,78565.044
1764691200000,90809.20,92273.20,90156.40,91849.90,54905.622
1764705600000,91849.90,91970.40,90643.50,91249.10,34434.753
1764720000000,91249.10,93068.90,90954.80,92589.20,30608.344
1764734400000,92589.20,93932.70,92578.00,92969.90,37966.712
1764748800000,92970.00,93338.40,92602.80,92957.70,21367.918
1764763200000,92957.60,93653.60,91637.40,92332.90,58413.578
1764777600000,92333.00,93471.10,91733.20,92995.80,30690.222
1764792000000,92995.80,94185.00,92784.30,93376.70,22251.543
1764806400000,93376.80,94040.00,92628.00,93499.90,24501.316
1764820800000,93500.00,93549.20,92737.00,93358.60,16001.449
1764835200000,93358.50,93600.00,92666.10,92894.90,16325.267
1764849600000,92894.90,93256.30,91762.00,92933.50,38745.228
1764864000000,92933.40,93143.40,90822.50,91941.50,38482.820
1764878400000,91941.50,92676.80,91649.80,92034.70,12716.347
1764892800000,92034.70,92665.50,91917.70,92104.90,10956.852
1764907200000,92104.80,92455.40,91750.60,92227.50,12306.339
1764921600000,92227.60,92227.60,90940.40,91307.90,21552.042
1764936000000,91308.00,91445.20,89863.00,90414.00,55291.144
1764950400000,90413.90,90460.00,87976.30,89590.50,66447.207
1764964800000,89590.50,89706.00,88856.70,89288.50,12571.473
1764979200000,89288.60,89758.00,88986.10,89636.50,10198.215
1764993600000,89636.50,89732.40,89410.80,89549.60,6055.827
1765008000000,89549.50,89679.00,89165.90,89585.40,8658.915
1765022400000,89585.40,90257.30,89424.20,89713.40,14787.600
1765036800000,89713.30,89940.30,89203.00,89369.40,8623.445
1765051200000,89369.50,89578.30,88870.10,89197.10,8502.865
1765065600000,89197.10,89704.50,89131.50,89675.60,5748.385
1765080000000,89675.70,89750.00,89155.00,89337.10,6553.596
1765094400000,89337.10,89494.40,89012.90,89109.40,7659.024
1765108800000,89109.30,89700.00,87688.00,89505.00,41325.561
1765123200000,89505.00,91722.00,89065.20,91379.70,36596.274
1765137600000,91379.80,91473.20,88890.00,90345.40,31709.165
1765152000000,90345.40,91650.00,89806.40,91039.40,20651.383
1765166400000,91039.30,91868.00,90979.20,91519.80,12977.758
1765180800000,91519.80,92262.60,91433.60,91923.50,16068.448
1765195200000,91923.60,92106.40,89553.80,89912.60,57039.196
1765209600000,89912.70,90471.60,89629.10,90073.60,29715.552
1765224000000,90073.70,91338.20,90073.70,90610.80,16022.402
1765238400000,90610.80,90810.80,89774.10,90364.00,15639.888
1765252800000,90364.10,90485.80,89368.90,90449.90,20910.849
1765267200000,90449.90,90584.80,89868.00,90341.90,10989.605
1765281600000,90342.00,92867.00,89953.00,92676.90,45314.765
1765296000000,92676.90,94555.00,92656.50,93761.90,62023.498
1765310400000,93761.90,93819.10,92199.00,92638.40,27051.658
1765324800000,92638.30,92748.20,91900.00,92366.00,16458.476
1765339200000,92366.00,92749.80,92339.80,92744.70,9066.291
1765353600000,92744.70,93278.90,91721.00,92085.50,22951.746
1765368000000,92085.40,92197.30,91520.00,92021.80,20761.517
1765382400000,92021.80,93223.60,91605.00,92913.80,47793.664
1765396800000,92913.90,94443.70,91825.00,91977.50,43457.086
1765411200000,91977.50,92046.30,89321.00,89833.10,41765.030
1765425600000,89833.10,90445.60,89640.40,90231.40,16187.084
1765440000000,90231.30,90494.70,89931.00,90195.30,11011.162
1765454400000,90195.30,90618.00,89200.00,89830.10,36667.082
1765468800000,89830.10,91499.00,89288.00,90793.50,36608.297
1765483200000,90793.50,93547.30,90749.60,92477.50,48909.413
1765497600000,92477.60,92719.00,91400.00,92234.30,22813.990
1765512000000,92234.30,92685.50,92028.40,92389.50,11201.460
1765526400000,92389.50,92600.00,92050.00,92381.50,9687.193
1765540800000,92381.40,92630.00,89688.00,89895.00,49205.788
1765555200000,89895.00,90617.70,89429.00,90147.30,41898.523
1765569600000,90147.40,90357.50,89843.00,90229.60,10037.156
1765584000000,90229.70,90432.00,90077.00,90304.00,5591.180
1765598400000,90304.10,90379.50,90226.80,90286.10,3796.600
1765612800000,90286.00,90599.00,90239.00,90298.40,7893.366
1765627200000,90298.50,90441.90,89888.00,90055.40,9021.404
1765641600000,90055.30,90236.60,89944.00,90150.90,4576.962
1765656000000,90150.80,90248.00,89711.90,90191.30,5358.221
1765670400000,90191.30,90440.00,90071.60,90222.30,7086.650
1765684800000,90222.40,90300.00,90005.80,90205.10,3999.939
1765699200000,90205.10,90250.00,88412.80,89308.20,24641.953
1765713600000,89308.30,89630.80,88831.70,88985.20,17265.699
1765728000000,88985.20,89372.80,88432.00,88598.70,17696.731
1765742400000,88598.70,88779.10,87504.30,88118.80,21395.682
1765756800000,88118.80,89972.40,88025.30,89239.90,27815.116
1765771200000,89240.00,89880.00,89229.50,89703.00,10941.101
1765785600000,89702.90,89940.00,89525.00,89606.00,11790.519
1765800000000,89606.00,89845.00,86563.60,86996.60,67384.379
1765814400000,86996.50,87189.90,85073.00,86104.20,56199.332
1765828800000,86104.20,86437.10,85489.70,86389.90,20085.598
1765843200000,86390.00,86478.60,85340.10,85837.70,16787.316
1765857600000,85837.60,86577.00,85226.00,85964.80,17300.472
1765872000000,85964.90,87299.70,85874.60,87216.60,18856.619
1765886400000,87216.60,88143.90,86055.90,87936.30,54188.458
1765900800000,87936.30,88012.50,87015.80,87538.70,26033.481
1765915200000,87538.70,87900.00,87297.90,87826.30,9058.702
1765929600000,87826.30,87925.80,87104.20,87178.10,11671.628
1765944000000,87178.20,87360.80,86158.40,87010.40,22749.284
1765958400000,87010.40,87100.00,86201.00,86939.30,15486.489
1765972800000,86939.20,90363.20,86768.80,87191.40,86140.012
1765987200000,87191.00,87737.30,85261.30,85982.70,55699.358
1766001600000,85982.70,86421.00,85630.00,86201.60,16899.977
1766016000000,86201.60,86836.20,85820.60,86575.10,16118.556
1766030400000,86575.10,86859.10,86323.70,86787.50,11560.136
1766044800000,86787.50,87417.60,86640.50,87268.10,14444.149
1766059200000,87257.00,89447.90,87068.00,88480.80,75762.851
1766073600000,88480.70,88500.00,84429.90,84447.00,83673.674
1766088000000,84447.00,85800.00,84408.60,85469.70,28014.313
1766102400000,85469.80,87550.00,85062.70,86863.10,30604.064
1766116800000,86863.20,88366.00,86651.90,87909.70,28039.593
1766131200000,87909.70,88345.10,87700.00,88169.90,16798.031
1766145600000,88170.00,89374.60,87488.00,87925.60,51776.280
1766160000000,87925.60,88888.00,86795.50,87812.80,36941.972
1766174400000,87812.90,88406.30,87569.10,88100.00,14124.554
1766188800000,88100.00,88294.80,87926.70,88165.30,5637.357
1766203200000,88165.30,88551.80,88065.90,88239.90,6898.331
1766217600000,88240.00,88397.80,88063.80,88243.60,4869.385
1766232000000,88243.60,88320.00,87698.50,88134.60,11529.379
1766246400000,88134.50,88407.70,88060.00,88196.30,3919.255
1766260800000,88196.40,88434.90,88111.10,88320.80,3120.141
1766275200000,88320.70,88400.00,87821.10,88043.20,7336.323
1766289600000,88043.30,88174.50,88010.00,88138.70,2659.008
1766304000000,88138.80,89050.00,88103.30,88570.60,15426.009
1766318400000,88570.70,88885.90,87548.50,88024.70,25733.455
1766332800000,88024.70,88588.00,87902.00,88448.20,10214.556
1766347200000,88448.30,88786.90,88047.40,88621.30,6255.037
1766361600000,88621.30,89600.00,87845.00,88727.50,31996.805
1766376000000,88727.40,89173.80,88665.30,89127.70,9144.909
1766390400000,89127.80,90085.00,89050.10,89905.20,25914.874
1766404800000,89905.20,90599.00,89109.10,89688.50,43053.447
1766419200000,89688.60,90088.00,87906.70,88011.10,26150.733
1766433600000,88011.00,88805.90,87872.60,88581.50,18432.701
1766448000000,88581.50,88904.90,87738.30,88128.20,16525.238
1766462400000,88128.20,88342.00,86976.60,87531.30,23180.432
1766476800000,87531.30,87852.00,87256.30,87813.90,12098.900
1766491200000,87813.80,87914.00,86536.00,87405.30,34384.868
1766505600000,87405.20,88247.80,87121.40,87724.20,32501.327
1766520000000,87724.20,88349.20,87145.00,87463.00,14967.183
1766534400000,87463.10,87849.90,86817.90,87311.40,15341.836
1766548800000,87311.40,87430.00,86738.80,86868.10,11302.398
1766563200000,86868.10,87316.70,86671.70,87162.60,10537.249
1766577600000,87162.60,87450.00,86355.00,87012.00,23298.985
1766592000000,87012.00,87660.00,86878.30,87521.40,13327.506
1766606400000,87521.40,88033.30,87484.60,87627.30,7735.534
1766620800000,87627.40,87933.50,87466.90,87811.60,5633.524
1766635200000,87811.60,87830.00,87617.10,87795.90,3874.387
1766649600000,87795.90,87858.80,87219.00,87485.20,8305.291
1766664000000,87485.20,88594.00,87360.70,88338.90,15360.367
1766678400000,88339.00,88451.60,87947.80,88112.30,9470.156
1766692800000,88112.30,88139.20,86902.10,87182.80,15152.527
1766707200000,87182.80,89432.00,86824.80,88796.20,38115.137
1766721600000,88796.20,89557.60,88300.50,88433.00,21937.337
1766736000000,88433.00,88888.00,88380.00,88507.50,11419.104
1766750400000,88507.60,89037.00,86619.90,87100.00,51437.502
1766764800000,87100.00,87555.00,86760.40,87453.70,19187.707
1766779200000,87453.70,87750.00,87266.60,87318.20,7874.950
1766793600000,87318.30,87493.40,87203.00,87473.40,4564.436
1766808000000,87473.40,87669.70,87374.50,87490.90,3525.475
1766822400000,87490.90,87634.90,87324.60,87433.60,5166.212
1766836800000,87433.60,87555.00,87264.80,87516.20,4515.048
1766851200000,87516.30,87545.60,87397.50,87522.40,2442.758
1766865600000,87522.30,87956.90,87455.50,87829.40,7080.180
1766880000000,87829.50,87921.70,87674.40,87693.00,4818.273
1766894400000,87693.10,87802.50,87566.00,87697.70,3595.942
