timestamp,open,high,low,close,volume
1737057599999,3331.99,3365.00,3308.33,3343.36,472465.913
1737071999999,3343.35,3352.77,3266.30,3306.94,383329.444
1737086399999,3306.93,3396.65,3306.41,3360.00,554376.405
1737100799999,3359.99,3389.11,3346.44,3371.36,273122.050
1737115199999,3371.37,3438.23,3370.83,3422.11,436415.184
1737129599999,3422.11,3450.00,3390.00,3420.44,661244.494
1737143999999,3420.44,3447.99,3406.00,3431.12,437664.723
1737158399999,3431.12,3524.85,3424.14,3472.38,665873.616
1737172799999,3472.38,3492.95,3366.34,3382.79,489900.418
1737187199999,3382.79,3394.62,3280.00,3286.42,931828.883
1737201599999,3286.42,3323.74,3225.65,3310.54,1041662.209
1737215999999,3310.54,3346.99,3272.72,3305.99,766603.486
1737230399999,3305.99,3316.19,3246.72,3289.09,600054.463
1737244799999,3289.09,3320.97,3256.64,3306.70,260627.044
1737259199999,3306.71,3377.70,3297.70,3334.96,499968.097
1737273599999,3334.96,3337.31,3258.17,3275.02,552398.945
1737287999999,3275.02,3277.15,3129.63,3149.69,1233719.333
1737302399999,3149.70,3425.99,3144.07,3383.66,2009905.192
1737316799999,3383.66,3449.77,3377.56,3419.84,656060.000
1737331199999,3419.84,3432.98,3155.00,3214.15,1975076.538
1737345599999,3214.16,3280.00,3141.25,3271.38,1213420.668
1737359999999,3271.38,3455.76,3249.33,3383.33,1230989.383
1737374399999,3383.33,3412.90,3333.99,3375.67,763237.745
1737388799999,3375.68,3379.75,3255.00,3335.93,1212001.007
1737403199999,3335.95,3391.39,3200.00,3342.93,1742868.973
1737417599999,3342.95,3344.32,3255.01,3283.20,447017.078
1737431999999,3283.21,3289.47,3203.50,3262.23,632698.994
1737446399999,3262.24,3266.04,3210.09,3254.01,416201.919
1737460799999,3254.01,3313.29,3233.34,3304.39,425362.906
1737475199999,3304.40,3334.98,3263.55,3294.15,681178.837
1737489599999,3294.15,3367.95,3289.18,3331.74,583369.502
1737503999999,3331.74,3346.66,3301.00,3326.72,294744.237
1737518399999,3326.71,3365.97,3320.00,3330.48,283691.573
1737532799999,3330.48,3339.40,3285.82,3286.90,236504.831
1737547199999,3286.91,3329.52,3272.50,3325.53,275117.852
1737561599999,3325.52,3331.72,3266.01,3277.48,533789.749
1737575999999,3277.47,3291.39,3237.01,3261.51,393415.014
1737590399999,3261.51,3276.25,3220.82,3242.00,301551.844
1737604799999,3241.99,3261.10,3202.62,3225.99,341233.190
1737619199999,3226.06,3232.43,3177.00,3232.07,325135.376
1737633599999,3232.08,3232.43,3187.20,3212.79,275126.134
1737647999999,3212.79,3286.00,3188.53,3258.50,893550.014
1737662399999,3258.51,3296.99,3192.63,3203.48,656087.372
1737676799999,3203.48,3347.70,3195.51,3337.88,1044575.104
1737691199999,3337.87,3349.75,3273.94,3301.20,456796.456
1737705599999,3301.20,3420.74,3291.14,3380.58,668059.392
1737719999999,3380.59,3416.00,3374.61,3398.68,334090.503
1737734399999,3398.67,3429.99,3353.54,3382.62,619533.812
1737748799999,3382.61,3408.51,3362.94,3367.25,390516.557
1737763199999,3367.26,3377.56,3302.01,3308.62,444001.208
1737777599999,3308.61,3324.18,3266.53,3318.00,353236.079
1737791999999,3318.01,3318.59,3281.70,3289.78,195084.834
1737806399999,3289.79,3310.60,3270.00,3305.50,233267.509
1737820799999,3305.51,3343.83,3292.36,3332.87,286347.313
1737835199999,3332.88,3348.84,3328.70,3338.72,197427.132
1737849599999,3338.71,3349.80,3313.11,3317.91,148362.778
1737863999999,3317.91,3349.38,3312.37,3337.47,161804.423
1737878399999,3337.46,3363.00,3328.41,3337.52,169148.270
1737892799999,3337.52,3342.41,3290.68,3310.45,293992.118
1737907199999,3310.45,3319.94,3295.48,3313.61,180972.317
1737921599999,3313.61,3344.26,3305.65,3337.51,237997.087
1737935999999,3337.51,3341.34,3226.57,3230.50,550724.677
1737950399999,3230.50,3253.19,3158.87,3182.11,774992.104
1737964799999,3182.11,3182.11,3020.17,3069.13,1248919.676
1737979199999,3069.12,3089.00,3032.40,3057.48,609488.084
1737993599999,3057.49,3150.81,3051.96,3132.04,958372.141
1738007999999,3132.04,3132.04,3043.53,3074.88,627107.500
1738022399999,3074.87,3238.00,3071.78,3180.99,720115.775
1738036799999,3181.00,3217.00,3150.26,3201.47,380872.154
1738051199999,3201.47,3221.98,3187.51,3194.62,282992.631
1738065599999,3194.63,3206.71,3175.00,3185.21,247037.689
1738079999999,3185.21,3215.79,3154.28,3180.15,460464.952
1738094399999,3180.15,3181.81,3120.10,3146.55,517181.364
1738108799999,3146.54,3154.34,3038.00,3075.96,703024.749
1738123199999,3075.96,3131.71,3075.18,3129.10,302685.525
1738137599999,3129.10,3158.79,3115.00,3155.64,264201.741
1738151999999,3155.65,3163.39,3117.53,3133.63,251892.396
1738166399999,3133.64,3138.95,3078.93,3099.69,506099.966
1738180799999,3099.68,3153.92,3052.88,3125.08,884382.592
1738195199999,3125.08,3180.93,3088.74,3112.55,654204.389
1738209599999,3112.54,3202.68,3089.00,3200.30,432169.163
1738223999999,3200.29,3214.85,3177.00,3189.54,339248.953
1738238399999,3189.55,3228.99,3180.00,3221.16,304385.435
1738252799999,3221.16,3279.99,3207.86,3254.39,720323.171
1738267199999,3254.40,3282.60,3246.04,3270.07,340497.132
1738281599999,3270.08,3271.83,3225.25,3245.86,338753.720
1738295999999,3245.86,3279.72,3219.75,3229.54,343126.650
1738310399999,3229.54,3276.65,3212.31,3239.99,356318.684
1738324799999,3240.00,3337.77,3232.05,3334.22,608633.085
1738339199999,3334.22,3427.80,3324.00,3426.21,1036268.528
1738353599999,3426.21,3436.39,3292.16,3337.30,1178257.863
1738367999999,3337.31,3337.31,3277.01,3299.50,607680.104
1738382399999,3299.50,3330.82,3281.82,3291.01,310073.857
1738396799999,3291.02,3305.87,3271.00,3278.99,233707.755
1738411199999,3279.00,3285.48,3222.31,3250.54,525352.596
1738425599999,3250.54,3272.00,3227.00,3249.40,357170.055
1738439999999,3249.40,3266.00,3177.07,3195.18,491784.016
1738454399999,3195.18,3196.06,3100.67,3116.22,715520.433
1738468799999,3116.23,3161.86,3066.83,3076.48,617731.577
1738483199999,3076.48,3138.20,3072.84,3099.88,487613.548
1738497599999,3099.87,3122.99,3050.00,3063.49,565024.864
1738511999999,3063.50,3100.36,3049.01,3079.48,585822.041
1738526399999,3079.48,3080.38,2889.97,2957.76,2183867.866
1738540799999,2957.76,2987.32,2736.01,2868.05,1948736.206
1738555199999,2868.06,2871.80,2080.19,2525.33,5243093.308
1738569599999,2525.36,2629.91,2445.31,2619.27,1475372.405
1738583999999,2619.27,2619.58,2523.56,2579.43,1468837.515
1738598399999,2579.43,2725.80,2526.68,2698.75,2625991.935
1738612799999,2698.75,2768.87,2665.06,2762.26,1277480.193
1738627199999,2762.39,2919.34,2693.62,2878.69,1512965.282
1738641599999,2878.68,2888.80,2791.03,2809.42,644590.349
1738655999999,2809.42,2835.75,2661.22,2702.36,1415418.108
1738670399999,2702.36,2787.83,2675.28,2756.95,821336.139
1738684799999,2756.95,2844.68,2727.04,2775.60,1382312.445
1738699199999,2775.61,2868.30,2762.17,2768.85,938987.688
1738713599999,2769.01,2792.93,2630.50,2730.03,1391126.310
1738727999999,2730.06,2771.58,2697.95,2718.95,567330.366
1738742399999,2718.93,2787.23,2707.14,2758.17,639824.530
1738756799999,2758.17,2817.98,2745.04,2798.58,613566.253
1738771199999,2798.59,2827.98,2756.07,2772.12,751510.470
1738785599999,2772.11,2787.34,2713.05,2774.50,912187.088
1738799999999,2774.50,2802.64,2736.29,2787.00,580471.841
1738814399999,2787.00,2818.45,2753.65,2805.17,430202.488
1738828799999,2805.18,2854.95,2804.76,2830.41,374849.388
1738843199999,2830.40,2857.43,2790.72,2802.02,554419.090
1738857599999,2802.02,2805.84,2680.32,2704.25,1060374.119
1738871999999,2704.26,2726.09,2668.03,2689.00,788662.933
1738886399999,2688.91,2724.48,2650.00,2685.25,469014.336
1738900799999,2685.26,2738.99,2678.00,2714.46,398087.059
1738915199999,2714.47,2730.56,2666.70,2711.63,422940.897
1738929599999,2711.63,2763.88,2703.69,2761.34,367396.576
1738943999999,2761.34,2796.12,2707.66,2720.33,1224803.892
1738958399999,2720.34,2728.83,2654.17,2657.82,755885.503
1738972799999,2657.81,2660.79,2560.68,2620.66,900566.348
1738987199999,2620.66,2667.15,2614.22,2640.62,441432.361
1739001599999,2640.62,2647.90,2592.72,2628.33,415632.693
1739015999999,2628.33,2631.68,2600.33,2612.09,271229.988
1739030399999,2612.10,2635.68,2587.05,2604.06,371087.348
1739044799999,2604.06,2648.83,2588.43,2636.16,305316.541
1739059199999,2636.16,2644.33,2621.98,2630.99,137861.995
1739073599999,2630.99,2698.00,2625.35,2677.16,354609.467
1739087999999,2677.12,2677.88,2648.00,2661.30,187350.750
1739102399999,2661.30,2672.41,2650.11,2653.88,184436.257
1739116799999,2653.88,2660.90,2610.00,2651.91,487954.855
1739131199999,2651.92,2665.78,2615.41,2622.71,268252.294
1739145599999,2622.70,2649.80,2518.12,2626.07,999519.554
1739159999999,2626.07,2657.73,2556.91,2624.72,760481.765
1739174399999,2624.72,2659.92,2617.19,2636.00,309901.964
1739188799999,2636.00,2661.12,2633.42,2652.25,321598.039
1739203199999,2652.24,2685.65,2630.00,2657.31,659874.396
1739217599999,2657.31,2692.99,2648.66,2670.87,465184.993
1739231999999,2670.87,2685.44,2650.10,2659.99,193602.296
1739246399999,2659.99,2724.49,2659.36,2677.71,502164.189
1739260799999,2677.71,2723.99,2675.00,2710.68,411348.141
1739275199999,2710.67,2720.54,2690.00,2707.32,353774.378
1739289599999,2707.31,2709.05,2624.11,2661.16,793420.929
1739303999999,2661.16,2669.69,2580.83,2588.46,697247.970
1739318399999,2588.45,2630.69,2552.88,2601.03,588378.347
1739332799999,2601.03,2623.40,2566.90,2586.01,371405.566
1739347199999,2586.00,2622.69,2575.97,2617.27,299794.613
1739361599999,2617.26,2638.86,2609.07,2625.94,436799.675
1739375999999,2625.95,2664.68,2542.21,2605.99,1508857.466
1739390399999,2606.00,2682.87,2582.00,2677.17,787210.757
1739404799999,2677.17,2794.99,2668.28,2737.14,895653.816
1739419199999,2737.14,2756.51,2714.83,2743.54,341314.086
1739433599999,2743.54,2745.02,2670.50,2680.13,472519.965
1739447999999,2680.12,2687.60,2649.40,2654.70,476981.002
1739462399999,2654.70,2677.83,2612.08,2646.27,823485.526
1739476799999,2646.28,2661.23,2610.72,2639.75,500471.287
1739491199999,2639.75,2678.92,2639.15,2674.52,249732.351
1739505599999,2674.52,2720.70,2662.97,2714.00,334566.337
1739519999999,2713.99,2715.31,2688.02,2698.00,218681.226
1739534399999,2698.01,2715.76,2681.08,2684.00,331889.308
1739548799999,2684.00,2746.60,2676.33,2733.34,666728.627
1739563199999,2733.35,2791.00,2708.25,2736.68,737787.400
1739577599999,2736.69,2750.00,2704.23,2724.74,423033.093
1739591999999,2724.75,2738.00,2702.45,2723.21,210787.647
1739606399999,2723.20,2732.73,2692.20,2696.37,219093.998
1739620799999,2696.36,2713.82,2694.12,2706.91,187621.713
1739635199999,2706.91,2712.99,2655.31,2689.86,340735.238
1739649599999,2689.85,2707.49,2677.35,2690.40,197199.114
1739663999999,2690.41,2703.40,2677.48,2691.73,131141.803
1739678399999,2691.74,2705.00,2686.00,2697.89,130959.091
1739692799999,2697.90,2726.27,2689.12,2694.39,244267.196
1739707199999,2694.39,2711.87,2688.00,2709.75,211456.532
1739721599999,2709.75,2711.45,2674.61,2692.96,310708.628
1739735999999,2692.96,2702.70,2658.00,2682.28,297187.350
1739750399999,2682.28,2688.53,2643.75,2660.00,300164.793
1739764799999,2660.01,2683.20,2655.91,2670.83,202667.845
1739779199999,2670.83,2694.76,2632.81,2680.47,431187.175
1739793599999,2680.48,2773.93,2675.39,2753.93,839651.322
1739807999999,2753.94,2848.76,2745.00,2754.74,1310627.917
1739822399999,2754.73,2764.28,2685.48,2716.38,966284.750
1739836799999,2716.37,2777.20,2714.95,2743.00,364073.160
1739851199999,2742.99,2755.85,2706.09,2710.75,360308.454
1739865599999,2710.75,2716.86,2650.31,2671.01,638482.338
1739879999999,2671.00,2705.45,2651.42,2678.14,473428.864
1739894399999,2678.13,2731.74,2656.84,2672.38,768086.902
1739908799999,2672.38,2683.82,2604.18,2628.80,953451.105
1739923199999,2628.87,2671.00,2616.88,2670.57,385829.819
1739937599999,2670.56,2699.12,2654.82,2692.94,332333.658
1739951999999,2692.95,2716.62,2663.00,2707.00,411993.917
1739966399999,2707.00,2736.12,2703.20,2725.99,434409.489
1739980799999,2726.00,2730.62,2675.79,2695.59,608006.541
1739995199999,2695.59,2723.49,2693.19,2710.81,351325.943
1740009599999,2710.81,2735.00,2704.66,2714.06,266494.933
1740023999999,2714.06,2750.00,2708.21,2740.22,345072.582
1740038399999,2740.36,2758.53,2721.00,2728.88,295516.074
1740052799999,2728.87,2746.00,2723.72,2739.35,210223.414
1740067199999,2739.36,2770.50,2706.00,2711.25,747277.331
1740081599999,2711.24,2767.57,2705.64,2746.43,538281.000
1740095999999,2746.43,2759.96,2720.71,2736.87,227283.901
1740110399999,2736.86,2748.76,2724.15,2743.15,211134.832
1740124799999,2743.16,2768.93,2743.15,2754.99,241653.963
1740139199999,2754.99,2830.88,2746.55,2787.20,791277.979
1740153599999,2787.20,2845.00,2666.15,2722.25,2090338.609
1740167999999,2722.25,2768.24,2624.24,2638.47,1959737.591
1740182399999,2638.48,2662.13,2614.76,2660.85,708165.039
1740196799999,2660.86,2687.44,2651.24,2673.91,404571.336
1740211199999,2673.91,2696.29,2671.37,2682.80,234189.080
1740225599999,2682.81,2753.06,2675.16,2731.91,646805.563
1740239999999,2731.91,2785.00,2720.76,2774.62,501060.788
1740254399999,2774.61,2797.21,2755.55,2769.12,549846.776
1740268799999,2769.13,2777.30,2758.00,2762.01,169198.152
1740283199999,2762.00,2774.60,2743.62,2751.68,268591.647
1740297599999,2751.68,2828.50,2745.11,2823.64,614485.451
1740311999999,2823.64,2831.00,2781.18,2796.42,557163.560
1740326399999,2796.42,2826.11,2771.85,2781.75,733998.490
1740340799999,2781.76,2823.24,2781.04,2806.77,407157.966
1740355199999,2806.76,2860.90,2783.74,2818.54,523608.593
1740369599999,2818.54,2839.00,2710.00,2716.56,876127.626
1740383999999,2716.57,2734.68,2691.07,2720.41,724480.767
1740398399999,2720.42,2721.01,2662.00,2688.69,913050.519
1740412799999,2688.69,2695.75,2633.51,2657.59,1041831.876
1740427199999,2657.59,2681.61,2621.00,2640.21,667869.312
1740441599999,2640.21,2662.71,2466.34,2512.27,1667804.361
1740455999999,2512.26,2529.40,2456.75,2493.83,1265913.627
1740470399999,2493.84,2511.85,2287.13,2366.83,2062087.137
1740484799999,2366.83,2438.25,2355.36,2432.39,1661065.475
1740499199999,2432.38,2448.00,2360.65,2408.99,1513088.709
1740513599999,2409.00,2472.47,2382.39,2470.47,996057.215
1740527999999,2470.46,2532.89,2456.15,2494.45,708371.505
1740542399999,2494.46,2506.45,2470.33,2489.78,440793.245
1740556799999,2489.78,2505.76,2473.99,2482.67,385082.229
1740571199999,2482.66,2494.62,2456.66,2463.71,492758.787
1740585599999,2463.71,2465.93,2368.29,2427.70,1600654.670
1740599999999,2427.70,2433.50,2264.00,2295.46,2309818.829
1740614399999,2295.45,2382.77,2252.78,2335.33,1367061.718
1740628799999,2335.34,2370.36,2314.66,2331.01,588327.102
1740643199999,2331.00,2373.16,2302.01,2355.38,653206.286
1740657599999,2355.38,2381.44,2342.20,2352.76,572537.511
1740671999999,2352.77,2361.53,2289.67,2322.32,1062078.129
1740686399999,2322.32,2336.96,2277.00,2291.20,752813.632
1740700799999,2291.20,2310.97,2229.00,2306.66,945125.104
1740715199999,2306.65,2313.24,2122.18,2146.41,2628166.564
1740729599999,2146.42,2155.86,2070.00,2104.89,2150017.597
1740743999999,2104.88,2151.06,2074.61,2124.47,1268381.598
1740758399999,2124.44,2227.77,2103.80,2221.64,1829509.223
1740772799999,2221.64,2255.40,2192.56,2229.34,995160.674
1740787199999,2229.41,2238.66,2197.35,2236.59,440740.088
1740801599999,2236.59,2274.34,2211.79,2261.69,551747.784
1740815999999,2261.60,2279.75,2223.20,2228.15,503160.301
1740830399999,2228.15,2238.77,2170.20,2183.28,657196.417
1740844799999,2183.28,2186.60,2141.17,2172.34,765659.699
1740859199999,2172.34,2233.69,2168.17,2222.13,571970.677
1740873599999,2222.12,2234.99,2190.00,2216.60,423229.171
1740887999999,2216.59,2230.34,2200.11,2219.40,407301.301
1740902399999,2219.39,2234.77,2217.10,2220.24,345510.503
1740916799999,2220.23,2260.61,2206.65,2237.75,593418.306
1740931199999,2237.76,2290.63,2170.09,2229.02,1794409.963
1740945599999,2229.02,2519.99,2211.68,2485.01,4096799.268
1740959999999,2485.00,2550.00,2478.76,2517.12,947758.141
1740974399999,2517.12,2522.84,2417.60,2440.19,892611.631
1740988799999,2440.19,2457.08,2351.67,2385.85,887675.086
1741003199999,2385.85,2386.99,2321.00,2355.23,839464.496
1741017599999,2355.22,2388.44,2265.84,2286.33,1683642.522
1741031999999,2286.32,2295.88,2094.76,2108.27,2251411.477
1741046399999,2108.28,2172.71,2095.12,2148.22,1211305.911
1741060799999,2148.21,2166.21,2001.09,2073.55,2168558.257
1741075199999,2073.55,2121.32,2067.28,2079.67,848604.318
1741089599999,2079.67,2117.44,2069.43,2100.37,666827.865
1741103999999,2100.37,2158.19,2024.50,2073.79,2297228.441
1741118399999,2073.78,2174.00,1979.99,2171.68,2048958.980
1741132799999,2171.67,2221.77,2125.60,2170.51,1120998.341
1741147199999,2170.51,2192.00,2153.70,2159.70,531658.427
1741161599999,2159.72,2212.29,2156.93,2206.02,447278.913
1741175999999,2206.02,2272.94,2203.50,2216.60,1185649.613
1741190399999,2216.60,2232.00,2165.30,2185.61,1168834.985
1741204799999,2185.61,2221.89,2160.47,2217.28,882382.102
1741219199999,2217.27,2252.20,2212.67,2240.45,411150.942
1741233599999,2240.44,2295.42,2232.16,2288.79,724542.535
1741247999999,2288.79,2318.99,2274.04,2285.21,562450.777
1741262399999,2285.20,2304.93,2275.37,2296.74,460802.030
1741276799999,2296.73,2297.81,2206.32,2256.41,1267404.932
1741291199999,2256.42,2264.58,2175.50,2197.12,984967.948
1741305599999,2197.12,2229.29,2190.20,2201.34,574262.700
1741319999999,2201.33,2226.45,2100.75,2147.21,1636759.522
1741334399999,2147.20,2192.84,2143.41,2191.52,423307.920
1741348799999,2191.51,2209.94,2176.05,2196.69,449966.192
1741363199999,2196.70,2259.34,2164.37,2208.94,1570428.712
1741377599999,2208.95,2214.85,2139.83,2177.47,1126569.666
1741391999999,2177.45,2186.21,2113.10,2140.72,918643.527
1741406399999,2140.72,2155.37,2103.07,2137.07,462918.836
1741420799999,2137.07,2152.03,2130.42,2136.65,223761.421
1741435199999,2136.65,2142.50,2125.40,2140.89,267587.246
1741449599999,2140.89,2198.00,2136.84,2180.41,708942.492
1741463999999,2180.41,2234.40,2160.20,2223.73,719441.763
1741478399999,2223.73,2225.15,2192.41,2202.84,284414.377
1741492799999,2202.83,2211.27,2175.01,2184.82,290717.702
1741507199999,2184.83,2196.28,2170.83,2184.07,245984.608
1741521599999,2184.07,2187.00,2127.02,2145.63,559864.638
1741535999999,2145.62,2146.06,2082.00,2095.86,908028.788
1741550399999,2095.85,2108.30,1995.83,2039.34,1900789.828
1741564799999,2039.34,2055.64,1986.80,2019.20,887774.385
1741579199999,2019.34,2069.81,1993.54,2056.82,803400.818
1741593599999,2056.82,2078.55,2053.18,2074.20,361538.902
1741607999999,2074.20,2152.99,2046.75,2127.13,1466697.783
1741622399999,2127.13,2134.93,1995.47,2016.99,1987585.288
1741636799999,2016.99,2024.29,1807.75,1868.66,3576857.634
1741651199999,1868.67,1903.00,1842.21,1864.51,1079099.741
1741665599999,1864.52,1889.49,1752.50,1848.96,2458688.579
1741679999999,1848.96,1913.49,1844.89,1903.11,989892.424
1741694399999,1903.07,1928.84,1898.70,1913.41,836386.218
1741708799999,1913.40,1969.77,1839.41,1913.58,2978075.672
1741723199999,1913.58,1962.45,1885.37,1950.66,1397086.418
1741737599999,1950.65,1954.60,1916.22,1922.61,475877.085
1741751999999,1922.60,1932.00,1865.67,1867.95,825412.827
1741766399999,1867.94,1915.99,1851.33,1910.47,1265101.841
1741780799999,1910.47,1955.90,1870.00,1915.83,2215768.611
1741795199999,1915.82,1946.00,1828.87,1868.55,2072651.022
1741809599999,1868.51,1893.50,1861.78,1877.19,741187.723
1741823999999,1877.20,1914.72,1872.69,1907.24,383654.807
1741838399999,1907.23,1916.54,1880.99,1886.02,543679.650
1741852799999,1886.02,1890.76,1856.93,1871.21,644513.410
1741867199999,1871.20,1904.70,1852.18,1899.63,1046943.081
1741881599999,1899.62,1922.00,1863.00,1874.72,1414705.701
1741895999999,1874.72,1877.34,1820.20,1850.95,1064255.869
1741910399999,1850.94,1882.90,1838.03,1863.76,591786.089
1741924799999,1863.75,1894.08,1860.41,1888.60,398077.307
1741939199999,1888.59,1904.94,1886.80,1892.33,344211.224
1741953599999,1892.34,1908.20,1888.45,1901.51,412275.854
1741967999999,1901.51,1941.81,1873.00,1921.20,1362619.196
1741982399999,1921.20,1945.62,1913.12,1933.29,633844.235
1741996799999,1933.29,1934.01,1907.39,1910.79,343445.113
1742011199999,1910.78,1922.49,1902.47,1919.79,303992.931
1742025599999,1919.79,1934.77,1913.56,1916.86,325475.069
1742039999999,1916.85,1930.86,1911.40,1927.99,253953.466
1742054399999,1928.00,1938.88,1921.60,1936.81,286966.475
1742068799999,1936.81,1948.00,1927.28,1936.00,408391.955
1742083199999,1936.00,1957.68,1935.10,1936.27,298934.454
1742097599999,1936.26,1940.00,1915.22,1926.60,348656.470
1742111999999,1926.60,1933.22,1920.49,1925.21,204431.591
1742126399999,1925.20,1926.18,1865.49,1872.61,831690.715
1742140799999,1872.61,1897.72,1872.21,1894.22,567475.403
